fecha_de_apertura,dia_de_apertura,fecha_ocurrencia_hechos,dia_ocurrencia,hora_militar_ocurrencia_hechos,conforman_unidad_domestica,fisica,verbal,economica,psicologica,sexual,genero_m_f_victima,edad_victima,victima_conflicto_armado,etnia_victima,estado_civil_victima,escolaridad_victima,corregimiento_victima,comuna_de_la_victima,barrio_victima,ocupacion_victima,no_hijos_victima,vivienda_victima,nucleo_familiar_victima,numero_hermanos_victima,genero_agresor_m_f,parentesco_frente_a_la_victima,no_de_hijos_agresor,edad_agresor,estado_civil_agresor,escolaridad_agresor,ocupacion_agresor,corregimiento_agresor,comuna_agresor,barrio,tipo_vivienda
6/29/21,miercoles,no aplica,no aplica,no aplica,si,si,si,no,no,no,f,,no aplica,no aplica,union libre,5 primaria,no aplica,5,no aplica,ama de casa,,propia,no aplica,,m,hermano,,,no aplica,no aplica,independiente,no aplica,5,no aplica,familiar
6/28/21,lunes,no aplica,no aplica,no aplica,no,no,si,no,si,no,f,,no aplica,no aplica,soltera,11 bachillerato,no aplica,7,no aplica,cajera,1.0,rentada,no aplica,,m,ex compañero,2.0,,no aplica,bachiller,independiente,no aplica,no aplica,no aplica,rentada
6/30/21,miercoles,no aplica,no aplica,no aplica,no,si,si,no,si,no,f,,no aplica,no aplica,soltera,tecnologa,no aplica,7,no aplica,empleada,1.0,rentada,no aplica,,m,ex compañero,1.0,,no aplica,bachiller,desempleado,no aplica,7,no aplica,familiar
7/2/21,viernes,no aplica,no aplica,no aplica,si,si,si,no,si,no,f,,no aplica,no aplica,casada,tecnologa,no aplica,5,no aplica,archivista,2.0,propia,no aplica,1.0,m,esposo,4.0,,no aplica,tecnico,mecanico,no aplica,5,no aplica,propia
7/2/21,viernes,no aplica,no aplica,no aplica,no,no,si,si,no,no,f,,no aplica,no aplica,casada,tecnico,no aplica,7,no aplica,coordinadora de servicios,2.0,propia,no aplica,3.0,m,ex compañero,3.0,,no aplica,bachiller,independiente,no aplica,2,no aplica,no aplica
7/4/21,domingo,no aplica,no aplica,no aplica,no,no,no,si,si,no,f,,no aplica,no aplica,casada,profesional,no aplica,2,no aplica,jefe de division / odontologia,1.0,propia,no aplica,,m,hermano,,,no aplica,bachiller,empleado independiente,no aplica,no aplica,no aplica,rentada
7/5/21,lunes,no aplica,no aplica,no aplica,no,no,si,no,si,no,f,,no aplica,no aplica,union libre,tecnico,no aplica,2,no aplica,tecnico,1.0,propia,no aplica,,m,ex compañero,,,no aplica,bachiller,pensionado,no aplica,2,no aplica,propia
7/7/21,miercoles,no aplica,no aplica,no aplica,no,no,si,no,si,no,f,,no aplica,no aplica,separada,secundaria,no aplica,7,no aplica,estilista,1.0,rentada,no aplica,,m,ex compañero,1.0,,no aplica,bachiller,tripulante valores,no aplica,no aplica,no aplica,propia
7/8/21,jueves,no aplica,no aplica,no aplica,no,no,si,no,no,no,f,,no aplica,no aplica,union libre,bachiller,no aplica,7,no aplica,independiente,1.0,propia,no aplica,4.0,m,compañero,1.0,,soltero,no aplica,independiente,el cerrito,no aplica,no aplica,propia
7/8/21,jueves,no aplica,no aplica,no aplica,si,no,si,no,si,no,f,,no aplica,no aplica,soltera,3 primaria,no aplica,1,no aplica,ama de casa,,familiar,no aplica,,f,hija,,,no aplica,bachiller,ama de casa,no aplica,1,no aplica,familiar
7/10/21,sabado,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,,no aplica,no aplica,casada,bachiller,no aplica,5,no aplica,artesana,3.0,familiar,no aplica,2.0,m,ex compañero,2.0,,no aplica,tecnico,mecanico,no aplica,5,no aplica,familiar
7/11/21,domingo,no aplica,no aplica,no aplica,no,si,no,no,si,no,f,,no aplica,no aplica,soltera,tecnico,no aplica,3,no aplica,ama de casa,2.0,propia,no aplica,,m,ex compañero,1.0,,soltero,bachiller,moto raton,no aplica,7,no aplica,rentada
7/12/21,lunes,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,,no aplica,no aplica,soltera,no aplica,no aplica,1,no aplica,ninguna,1.0,rentada,no aplica,,m,ex compañero,1.0,,no aplica,no aplica,no aplica,no aplica,2,no aplica,no aplica
7/13/21,martes,no aplica,no aplica,no aplica,si,si,si,no,si,no,f,,no aplica,no aplica,union libre,tecnico,no aplica,7,no aplica,estelista,1.0,familiar,no aplica,3.0,m,compañero,1.0,,no aplica,universitario,independiente,no aplica,7,no aplica,no aplica
7/15/21,jueves,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,,no aplica,no aplica,separada,no aplica,no aplica,1,no aplica,ama de casa,1.0,rentada,no aplica,,m,ex compañero,1.0,,no aplica,no aplica,operario,no aplica,5,no aplica,rentada
7/16/21,viernes,7/15/21,jueves,no aplica,no,si,si,no,no,no,f,,no aplica,no aplica,soltero,bachiller,no aplica,7,no aplica,auxiliar de roperia,1.0,rentada,no aplica,,m,ex compañero,1.0,,no aplica,bachiller,administrador,no aplica,3,no aplica,rentada
7/16/21,viernes,no aplica,no aplica,no aplica,no,no,si,no,si,no,f,,no aplica,no aplica,soltero,univeristario,no aplica,7,no aplica,supervisora de procesos,1.0,no aplica,no aplica,1.0,m,ex compañero,1.0,,no aplica,tecnico,operario,no aplica,1,no aplica,familiar
7/18/21,martes,no aplica,no aplica,no aplica,si,no,si,no,si,no,f,,no aplica,no aplica,casada,univeristario,no aplica,7,no aplica,contadora,1.0,propia,no aplica,1.0,m,compañero,1.0,,no aplica,universitario,contador,no aplica,7,no aplica,propia
7/21/21,miercoles,no aplica,no aplica,no aplica,si,no,si,no,si,no,m,,no aplica,no aplica,viudo,no aplica,no aplica,13,no aplica,oficios varios,5.0,familiar,no aplica,6.0,f,hija,,,no aplica,no aplica,no aplica,corregimiento,13,no aplica,no aplica
7/21/21,miercoles,no aplica,no aplica,no aplica,si,no,si,no,si,no,f,,no aplica,no aplica,casada,tecnico,no aplica,1,no aplica,ama de casa,1.0,propia,no aplica,,m,esposo,1.0,,no aplica,tecnico,pensionado,no aplica,1,no aplica,propia
7/22/21,jueves,no aplica,no aplica,no aplica,no,si,si,no,si,no,f,,no aplica,no aplica,union libre,6 bachillerato,no aplica,6,no aplica,no aplica,1.0,no aplica,no aplica,,m,compañero,1.0,,no aplica,9 bachillerato,oficios varios,no aplica,7,no aplica,propia
7/25/21,domingo,no aplica,no aplica,no aplica,no,si,si,no,si,no,f,,no aplica,no aplica,no aplica,no aplica,no aplica,3,no aplica,no aplica,2.0,no aplica,no aplica,,m,compañero,,,no aplica,no aplica,no aplica,no aplica,7,no aplica,no aplica
7/25/21,domingo,no aplica,no aplica,no aplica,no,no,si,si,no,no,f,,no aplica,no aplica,soltera,bachiller,no aplica,2,no aplica,asesora de ventas,2.0,familiar,no aplica,5.0,m,ex compañero,2.0,,no aplica,bachiller,cargador en camiones,no aplica,1,no aplica,propia
7/6/21,martes,no aplica,no aplica,no aplica,no,no,si,si,no,no,f,,no aplica,no aplica,soltera,bachiller,no aplica,6,no aplica,no aplica,,no aplica,no aplica,,m,ex compañero,,,soltero,no aplica,comerciante,no aplica,7,no aplica,no aplica
7/26/21,lunes,no aplica,no aplica,no aplica,no,no,si,no,si,no,f,,no aplica,no aplica,soltera,tecnico,no aplica,5,no aplica,asistente de compras,2.0,rentada,no aplica,2.0,m,ex compañero,2.0,,soltero,bachiller,independiente,no aplica,5,no aplica,rentada
7/26/21,lunes,7/23/21,viernes,no aplica,si,si,si,no,si,no,m,,no aplica,no aplica,divorciado,primaria,no aplica,5,no aplica,pensionado,4.0,propia,no aplica,,f,compañera,4.0,,soltera,primaria,ama de casa,no aplica,5,no aplica,propia
7/27/21,martes,no aplica,no aplica,no aplica,si,si,si,no,si,no,f,,no aplica,no aplica,soltera,secundaria,no aplica,5,no aplica,mantenimiento en aseo,2.0,prestada,no aplica,3.0,m,ex pareja,2.0,,union libre,bachiller,independiente,no aplica,5,no aplica,propia
7/29/21,jueves,no aplica,no aplica,no aplica,no,no,si,no,si,no,f,,no aplica,no aplica,viuda,4 primaria,no aplica,4,no aplica,vendora ambulante,2.0,familiar,no aplica,6.0,f,nieta,2.0,,soltera,no aplica,asesora,no aplica,no aplica,no aplica,rentada
7/30/21,viernes,no aplica,no aplica,no aplica,no,si,si,no,si,no,f,,no aplica,no aplica,soltera,tecnico,no aplica,5,no aplica,auxiliar adminstrativo,1.0,rentada,no aplica,,m,ex pareja,1.0,,no aplica,posgrado,arquitecto,no aplica,5,no aplica,rentada
7/30/21,viernes,no aplica,no aplica,no aplica,si,si,si,no,no,no,f,,no aplica,no aplica,union libre,no aplica,no aplica,7,no aplica,ama de casa,1.0,rentada,no aplica,,m,compañero,3.0,,union libre,no aplica,taxista,no aplica,7,no aplica,rentada
8/1/21,domingo,no aplica,no aplica,no aplica,no,si,no,no,no,no,m,,no aplica,no aplica,casado,bachiller,no aplica,no aplica,no aplica,soldado profesional,1.0,no aplica,no aplica,2.0,f,compañero,2.0,,casado,tecnico,asesora de libranza,no aplica,3,no aplica,rentada
8/2/21,lunes,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,,no aplica,no aplica,soltera,no aplica,no aplica,4,no aplica,estudiante,1.0,rentada,no aplica,,m,ex pareja,4.0,,soltero,no aplica,tatuador,no aplica,no aplica,no aplica,familiar
8/3/21,martes,8/1/21,domingo,no aplica,si,no,si,no,si,no,f,,no aplica,no aplica,casada,univeristario,no aplica,7,no aplica,ama de casa,,propia,no aplica,,m,esposo,,,no aplica,no aplica,no aplica,no aplica,7,no aplica,no aplica
8/4/21,miercoles,no aplica,no aplica,no aplica,si,no,si,no,si,no,f,,no aplica,no aplica,soltera,no aplica,no aplica,5,no aplica,ama de casa,3.0,propia,no aplica,,f,hija,1.0,,soltera,bachiller,no aplica,no aplica,5,no aplica,familiar
8/4/21,miercoles,no aplica,no aplica,no aplica,si,no,si,no,si,no,m,,no aplica,no aplica,union libre,tecnologo,no aplica,5,no aplica,mecanico,3.0,familiar,no aplica,5.0,f,ex pareja,2.0,,union libre,bachiller,ama de casa,no aplica,5,no aplica,familiar
8/6/21,viernes,no aplica,no aplica,no aplica,si,si,no,no,no,no,f,,no aplica,no aplica,no aplica,bachiller,no aplica,7,no aplica,ama de casa,4.0,propia,no aplica,,m,esposo,4.0,,no aplica,bachiller,auxiliar de guadañas,no aplica,7,no aplica,propia
8/6/21,viernes,no aplica,no aplica,no aplica,no,no,si,no,si,no,m,,no aplica,no aplica,soltero,bachiller,no aplica,3,no aplica,tatuador,2.0,rentada,no aplica,2.0,f,ex pareja,3.0,,soltera,bachiller,modelo web cam,no aplica,no aplica,no aplica,rentada
8/7/21,sabado,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,,no aplica,no aplica,soltera,no aplica,no aplica,2,no aplica,ama de casa,1.0,propia,no aplica,,m,compañero,,,no aplica,no aplica,pensionado,no aplica,5,no aplica,no aplica
8/8/21,domingo,no aplica,no aplica,no aplica,si,no,si,no,si,no,f,,no aplica,no aplica,union libre,no aplica,no aplica,no aplica,no aplica,ama de casa,3.0,propia,no aplica,,m,compañero,,,union libre,no aplica,contratista,rozo,no aplica,no aplica,no aplica
8/9/21,lunes,no aplica,no aplica,no aplica,si,no,si,no,si,no,f,,no aplica,no aplica,soltera,9 bachillerato,no aplica,5,no aplica,ama de casa,4.0,propia,no aplica,4.0,m,compañero,2.0,,soltero,9 bachillerato,oficios varios,no aplica,5,no aplica,propia
8/9/21,lunes,8/4/21,miercoles,no aplica,si,si,si,no,no,no,m,,no aplica,no aplica,casado,secundaria,no aplica,7,no aplica,comerciante,3.0,familiar,no aplica,,m,ahijado,,,no aplica,no aplica,comerciante,no aplica,7,no aplica,no aplica
8/9/21,lunes,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,,no aplica,no aplica,union libre,bachiller,no aplica,7,no aplica,comerciante,1.0,propia,no aplica,5.0,f,sobrina,,,soltera,primaria,no aplica,no aplica,5,no aplica,no aplica
8/10/21,martes,no aplica,no aplica,no aplica,si,si,si,no,no,no,f,,no aplica,no aplica,union libre,9 bachillerato,no aplica,7,no aplica,oficios varios,2.0,propia,no aplica,,f,hija,1.0,,soltera,primaria,ama de casa,no aplica,7,no aplica,propia
8/10/21,martes,6/15/21,martes,no aplica,si,si,si,no,si,no,f,,no aplica,no aplica,soltera,posgrado,no aplica,7,no aplica,ama de casa,,familiar,no aplica,,m,ex compañero,1.0,,soltero,posgrado,empleado,no aplica,7,no aplica,familiar
8/11/21,miercoles,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,,no aplica,no aplica,soltera,bachiller,no aplica,7,no aplica,oficios varios,2.0,rentada,no aplica,,m,ex compañero,2.0,,no aplica,no aplica,no aplica,no aplica,7,no aplica,no aplica
8/12/21,jueves,no aplica,no aplica,no aplica,no,si,no,no,si,no,f,,no aplica,no aplica,soltera,no aplica,no aplica,7,no aplica,ama de casa,2.0,familiar,no aplica,,m,compañero,,,no aplica,no aplica,no aplica,no aplica,7,no aplica,no aplica
8/12/21,jueves,no aplica,no aplica,no aplica,no,no,si,no,no,no,m,,no aplica,no aplica,casado,no aplica,no aplica,3,no aplica,mecanico,2.0,rentada,no aplica,,m,hermano,3.0,,casado,no aplica,transportador,no aplica,5,no aplica,propia
8/15/21,domingo,no aplica,no aplica,no aplica,si,no,si,no,si,no,m,,no aplica,no aplica,soltero,no aplica,no aplica,5,no aplica,empresario,,rentada,no aplica,,m,padre,2.0,,no aplica,5 primaria,oficios varios,no aplica,7,no aplica,no aplica
8/16/21,lunes,no aplica,no aplica,no aplica,si,si,si,no,no,no,f,,no aplica,no aplica,no aplica,primaria,no aplica,7,no aplica,ama de casa,,no aplica,no aplica,,m,hijo,2.0,,union libre,6 de bachillerato,oficios varios,no aplica,7,no aplica,familiar
8/16/21,lunes,8/15/21,domingo,no aplica,no,si,si,no,no,no,f,,no aplica,no aplica,soltera,bachiller,no aplica,1,no aplica,ama de casa,1.0,rentada,no aplica,,m,ex pareja,1.0,,no aplica,no aplica,tecnico en fumigacion,no aplica,no aplica,no aplica,no aplica
8/18/21,miercoles,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,,no aplica,no aplica,union libre,5 primaria,no aplica,5,no aplica,ama de casa,2.0,rentada,no aplica,,f,madre,7.0,,viuda,5 primaria,ama de casa,no aplica,5,no aplica,rentada
8/18/21,miercoles,no aplica,no aplica,no aplica,si,no,si,no,si,no,f,,no aplica,no aplica,soltero,primaria,no aplica,5,no aplica,ama de casa,3.0,propia,no aplica,,m,hijo,3.0,,no aplica,bachiller,oficios varios,no aplica,5,no aplica,propia
8/19/21,jueves,no aplica,no aplica,no aplica,si,si,no,no,si,no,f,,no aplica,no aplica,union libre,no aplica,no aplica,5,no aplica,inpendiente,1.0,rentada,no aplica,4.0,m,pareja,1.0,,union libre,primaria,oficios varios,no aplica,5,no aplica,rentada
8/21/21,sabado,8/18/21,miercoles,no aplica,si,si,si,no,no,no,f,,no aplica,no aplica,divorciada,univeristario,no aplica,7,no aplica,empleada,2.0,no aplica,no aplica,,m,hijo,,,soltero,bachiller,estuadiante,no aplica,7,no aplica,familiar
8/23/21,lunes,no aplica,no aplica,no aplica,si,si,si,no,no,no,f,,no aplica,no aplica,viuda,no aplica,no aplica,5,no aplica,ama de casa,4.0,rentada,no aplica,,m,hermano,,,no aplica,no aplica,no aplica,no aplica,5,no aplica,no aplica
8/24/21,martes,no aplica,no aplica,no aplica,no,no,si,no,no,no,m,,no aplica,no aplica,union marital,profesional,no aplica,no aplica,no aplica,docente,,propia,no aplica,2.0,f,suegra,,,casada,profesional,pensionada,no aplica,no aplica,no aplica,propia
8/24/21,martes,no aplica,no aplica,no aplica,no,si,no,no,si,no,m,,no aplica,no aplica,soltero,profesional,no aplica,6,no aplica,independiente,1.0,familiar,no aplica,,f,ex pareja,1.0,,soltera,profesional,enfermera jefe,no aplica,2,no aplica,rentada
8/29/21,domingo,no aplica,no aplica,no aplica,si,no,si,no,si,no,f,,no aplica,no aplica,union marital,bachiller,no aplica,7,no aplica,ama de casa,3.0,propia,no aplica,,m,compañero,3.0,,union libre,tercero de primaria,oficial de obra,no aplica,7,no aplica,propia
9/3/21,jueves,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,,no aplica,no aplica,union libre,bachiller,no aplica,7,no aplica,operaria logistica,1.0,rentada,no aplica,,m,ex novio,3.0,,union libre,bachiller,oficial de construccion,no aplica,7,no aplica,rentada
9/3/21,viernes,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,,no aplica,no aplica,soltera,tecnico,no aplica,5,no aplica,ama de casa,1.0,rentada,no aplica,2.0,m,ex compañero,5.0,,soltero,tecnico,musico,no aplica,5,no aplica,rentada
9/3/21,viernes,no aplica,no aplica,no aplica,no,no,si,no,si,no,f,,no aplica,no aplica,union libre,primaria,no aplica,5,no aplica,operaria de confeccion,3.0,rentada,no aplica,,m,no aplica,,,no aplica,no aplica,no aplica,tenerife,16,no aplica,no aplica
9/4/21,sabado,no aplica,no aplica,no aplica,si,no,si,no,si,no,f,,no aplica,no aplica,union libre,tecnico,no aplica,1,no aplica,controladora operaria,2.0,propia,no aplica,,m,compañero,1.0,,soltero,bachiller,guarda de seguridad,no aplica,1,no aplica,no aplica
9/6/21,lunes,no aplica,no aplica,no aplica,si,si,si,no,no,no,f,,no aplica,no aplica,soltera,bachiller,no aplica,6,no aplica,empleada-independiente,2.0,familiar,no aplica,,m,madre,1.0,,soltero,bachiller,operario,no aplica,6,no aplica,familiar
9/6/21,lunes,9/2/21,jueves,no aplica,no,si,si,no,si,no,f,,no aplica,no aplica,soltera,11 bachillerato,no aplica,7,no aplica,estudiente,,rentada,no aplica,7.0,m,ex pareja,1.0,,soltero,no aplica,comerciante independiente,no aplica,6,no aplica,no aplica
9/7/21,martes,9/5/21,domingo,no aplica,no,si,si,no,no,no,f,,no aplica,no aplica,casada,tecnico,no aplica,6,no aplica,asesora comercial,1.0,rentada,no aplica,,m,ex pareja,1.0,,casado,bachiller,auxiliar servicios generales,no aplica,7,no aplica,rentada
9/8/21,miercoles,no aplica,no aplica,no aplica,si,no,si,no,si,no,f,,no aplica,no aplica,soltera,profesional,no aplica,7,no aplica,ingeniera agronoma,,propia,no aplica,,m,padrastro,1.0,,union libre,profesional,ingeniero en sistemas,no aplica,7,no aplica,propia
9/9/21,jueves,9/8/21,miercoles,no aplica,si,si,si,no,no,no,f,,no aplica,no aplica,union libre,bachiller,no aplica,6,no aplica,ama de casa,,familiar,no aplica,,f,cuñada,,,union libre,bachiller,ama de casa,no aplica,6,no aplica,no aplica
9/9/21,jueves,no aplica,no aplica,no aplica,no,no,si,si,no,no,f,,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,,no aplica,no aplica,,m,compañero,1.0,,soltero,profesional,soldador,no aplica,7,no aplica,familiar
12/9/21,jueves,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,,no aplica,no aplica,soltera,tecnico,no aplica,5,no aplica,ama de casa,4.0,rentada,no aplica,5.0,m,novio,1.0,,soltero,bachiller,guarda de seguridad,no aplica,5,no aplica,rentada
9/13/21,lunes,no aplica,no aplica,no aplica,si,si,si,no,no,no,f,,no aplica,no aplica,union libre,no aplica,no aplica,2,no aplica,ama de casa,10.0,propia,no aplica,,f,hija,,,soltera,no aplica,no aplica,no aplica,2,no aplica,familiar
9/17/21,viernes,no aplica,no aplica,no aplica,no,no,si,no,no,no,f,,no aplica,no aplica,viuda,no aplica,no aplica,6,no aplica,no aplica,,propia,no aplica,,f,no aplica,,,no aplica,no aplica,no aplica,no aplica,6,no aplica,no aplica
9/18/21,sabado,no aplica,no aplica,no aplica,si,si,si,no,si,no,f,,no aplica,no aplica,soltera,bachiller,no aplica,1,no aplica,ama de casa,1.0,propia,no aplica,5.0,m,no aplica,,,soltero,no aplica,no aplica,no aplica,1,no aplica,propia
9/20/21,lunes,no aplica,no aplica,no aplica,si,no,si,no,no,no,f,,no aplica,no aplica,soltera,no aplica,no aplica,6,no aplica,ama de casa,2.0,rentada,no aplica,,m,hijo,,,soltero,no aplica,construccion,no aplica,6,no aplica,rentada
9/22/21,miercoles,no aplica,no aplica,no aplica,no,no,si,no,si,no,f,,no aplica,no aplica,soltera,10 bachillerato,no aplica,5,no aplica,independiente,3.0,rentada,no aplica,,m,ex pareja,,,no aplica,no aplica,mecanico,no aplica,5,no aplica,no aplica
9/22/21,miercoles,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,,no aplica,no aplica,no aplica,no aplica,no aplica,7,no aplica,administradora,1.0,familiar,no aplica,3.0,m,ex esposo,1.0,,no aplica,bachiller,bodeguero,no aplica,7,no aplica,familiar
9/23/21,miercoles,no aplica,no aplica,no aplica,si,no,si,no,si,no,f,,no aplica,no aplica,soltera,bachiller,no aplica,5,no aplica,no aplica,,rentada,no aplica,,m,pareja,,,no aplica,no aplica,no aplica,no aplica,5,no aplica,propia
9/23/21,miercoles,no aplica,no aplica,no aplica,no,si,si,no,no,no,f,,no aplica,no aplica,soltera,secundaria,no aplica,7,no aplica,operaria de maquina,2.0,rentada,no aplica,,m,ex pareja,2.0,,soltero,bachiller,soldador,no aplica,no aplica,no aplica,rentada
06/01/2022,jueves,29/12/2021,miércoles,9:35 a.m.,si,si,si,no,si,no,femenino,26.0,no,ninguno,soltero(a),bachiller completo,juanchito,comuna10,juanchito,empleado,1.0,alquilada,2,5.0,masculino,ex-conyuge,1.0,23.0,soltero(a),bachiller completo,empleado,juanchito,comuna10,no,familiar
07/01/2022,viernes,07/01/2022,viernes,10:14 a.m.,si,si,si,no,si,no,femenino,29.0,no,ninguno,soltero(a),bachiller completo,ninguno,comuna5,san pedro,empleado,1.0,alquilada,3,5.0,masculino,ex-conyuge,1.0,30.0,soltero(a),bachiller completo,independiente,ninguno,comuna5,san pedro,alquilada
11/01/2022,martes,06/01/2022,miércoles,10:00 a.m.,si,si,si,no,si,no,femenino,48.0,no,ninguno,soltero(a),primaria incompleta,ninguno,comuna1,20 de julio,independiente,4.0,propia,3,0.0,masculino,hijo(a),2.0,23.0,casado(a),bachiller incompleto,independiente,ninguno,comuna1,no,alquilada
13/01/2022,jueves,13/01/2022,jueves,10:00 a.m.,si,no,si,no,si,no,femenino,31.0,no,ninguno,soltero(a),pregrado,ninguno,comuna3,la concordia,empleado,1.0,alquilada,2,0.0,masculino,ex-conyuge,1.0,37.0,soltero(a),bachiller completo,empleado,ninguno,comuna1,no,familiar
19/01/2022,miércoles,12/01/2022,miércoles,12:21 p.m.,si,si,si,no,si,no,femenino,32.0,no,ninguno,soltero(a),bachiller completo,ninguno,comuna1,urb. simon bolivar,independiente,1.0,propia,3,1.0,masculino,ex-conyuge,1.0,30.0,soltero(a),bachiller completo,independiente,ninguno,comuna4,san cayetano,familiar
19/01/2022,miércoles,18/01/2022,martes,10:50 a.m.,si,si,si,no,si,no,femenino,72.0,no,ninguno,soltero(a),primaria incompleta,ninguno,comuna3,la emilia,independiente,8.0,alquilada,2,1.0,femenino,hijo(a),0.0,19.0,soltero(a),primaria incompleta,desempleado,ninguno,comuna3,la emilia,alquilada
21/01/2022,viernes,09/01/2022,domingo,13:00 p.m.,si,no,si,no,si,no,femenino,28.0,no,ninguno,soltero(a),bachiller completo,ninguno,comuna5,san pedro,independiente,3.0,alquilada,2,0.0,masculino,ex-conyuge,0.0,25.0,soltero(a),primaria incompleta,desempleado,ninguno,comuna3,la emilia,alquilada
21/01/2022,viernes,04/01/2022,martes,11:30 a.m.,si,si,si,no,si,no,masculino,17.0,no,ninguno,soltero(a),primaria completa,ninguno,comuna3,el tríangulo,independiente,0.0,familiar,7,0.0,masculino,tío(a),1.0,29.0,unión libre,bachiller incompleto,independiente,ninguno,comuna3,el triángulo,familiar
24/01/2022,lunes,19/01/2022,miércoles,9:49 a.m.,si,no,si,no,si,no,femenino,36.0,no,ninguno,soltero(a),bachiller completo,ninguno,comuna7,chapinero,independiente,2.0,propia,3,3.0,masculino,ex-conyuge,1.0,38.0,soltero(a),bachiller completo,empleado,ninguno,comuna1,zamorano,alquilada
25/01/2022,martes,25/01/2022,martes,9:00 a.m.,si,no,si,no,si,no,femenino,60.0,no,ninguno,unión libre,primaria incompleta,boyaca,comuna12,cgto boyaca,independiente,1.0,propia,2,0.0,masculino,conyuge,3.0,72.0,unión libre,primaria incompleta,pensionado,boyaca,comuna12,no,familiar
26/01/2022,miércoles,26/01/2022,miércoles,12:50 p.m.,si,si,si,no,si,no,femenino,45.0,no,ninguno,soltero(a),primaria incompleta,ninguno,comuna5,san pedro,empleado,4.0,propia,7,0.0,masculino,ex-conyuge,0.0,34.0,soltero(a),bachiller completo,empleado,ninguno,comuna6,la colombina,familiar
27/01/2022,jueves,27/01/2022,jueves,14:05 p.m,si,si,si,no,si,no,femenino,26.0,no,ninguno,soltero(a),técnico,ninguno,comuna6,el paraiso,empleado,2.0,alquilada,2,0.0,masculino,ex-conyuge,1.0,26.0,soltero(a),técnico,empleado,ninguno,comuna6,pradera,familiar
26/01/2022,miércoles,25/01/2022,martes,10:26 a.m.,si,si,si,no,si,no,femenino,25.0,no,ninguno,unión libre,técnico,ninguno,comuna2,alameda palo verde,empleado,0.0,alquilada,2,1.0,femenino,conyuge,0.0,27.0,unión libre,bachiller completo,empleado,ninguno,comuna2,alameda palo verde,alquilada
28/01/2022,viernes,23/12/2022,viernes,11:55 a.m.,si,si,si,no,si,no,femenino,55.0,no,ninguno,casado(a),bachiller incompleto,ninguno,comuna5,primero de mayo,independiente,2.0,familiar,4,0.0,masculino,hijo(a),0.0,23.0,soltero(a),primaria completa,desempleado,ninguno,comuna5,primero de mayo,familiar
29/01/2022,sábado,29/01/2022,sábado,9:23 a.m.,si,si,si,no,si,no,femenino,67.0,no,ninguno,viudo(a),bachiller completo,ninguno,comuna1,urb. los mangos,independiente,2.0,propia,4,0.0,masculino,tío(a),0.0,23.0,soltero(a),primaria completa,desempleado,ninguno,comuna1,urb. los mangos,familiar
31/01/2022,lunes,31/12/2022,sábado,9:50 a.m.,si,si,si,no,si,no,femenino,20.0,no,ninguno,soltero(a),bachiller completo,ninguno,comuna7,las delicias,independiente,1.0,familiar,12,,masculino,ex-conyuge,1.0,22.0,soltero(a),bachiller completo,independiente,ninguno,comuna5,siete de agosto,alquilada
02/01/2022,domingo,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,34.0,no,ninguno,casado(a),técnico,ninguno,no aplica,cali,farmaceutica,1.0,propia,4,,masculino,conyuge,2.0,38.0,casado(a),bachiller completo,vendedor,ninguno,comuna1,no aplica,propia
03/01/2022,lunes,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,27.0,no,ninguno,soltero(a),no aplica,potrerillo,comuna16,cgto potrerillo,oficios varios,2.0,alquilada,03/01/1900,,masculino,ex-conyuge,2.0,31.0,no aplica,no aplica,no aplica,tenjo,comuna16,no aplica,no aplica
03/01/2022,lunes,no aplica,no aplica,31/12/1899,no,no,si,no,si,no,femenino,33.0,no,ninguno,soltero(a),no aplica,ninguno,comuna3,loreto,oficios varios,2.0,alquilada,no aplica,,masculino,no aplica,,37.0,soltero(a),no aplica,no aplica,ninguno,comuna1,carbonera,alquilada
03/01/2022,lunes,no aplica,no aplica,no aplica,si,si,si,no,si,no,masculino,71.0,si,ninguno,casado(a),bachiller incompleto,ninguno,comuna6,fatima,pensionado,2.0,familiar,4,3.0,femenino,hijo(a),,48.0,soltero(a),primaria completa,no aplica,ninguno,comuna6,fatima,familiar
03/01/2022,lunes,01/01/2022,sabado,3:a.m.,si,si,si,no,si,no,femenino,35.0,no,ninguno,unión libre,postgrado,ninguno,comuna7,italia,directora de agencia,,propia,03/01/1900,,masculino,conyuge,,37.0,unión libre,postgrado,asesor comercial,ninguno,comuna7,italia,familiar
